Year;Country;G01N;G05B;G06F;G06K;G06N;G06Q;G06T;G10L;H04L;H04N;Automation_and_Control_Systems;Computer Science_Artificial_Intelligence;Computer Science_Information_Systems;Computer Science_Interdisciplinary_Applications;Computer Science_Theory_and_Methods;Engineering_Electrical_and_Electronic;Engineering_Multidisciplinary;Environmental_Sciences;Instruments_and_Instrumentation;Neurosciences;Adjusted net national income (current US$);Adjusted savings_education expenditure (% of GNI);Adjusted savings_education expenditure (current US$);Age dependency ratio (% of working-age population);Age dependency ratio, old (% of working-age population);Age dependency ratio, young (% of working-age population);Agricultural machinery, tractors per 100 sq. km of arable land;Exports of goods and services (% of GDP);External balance on goods and services (% of GDP);Final consumption expenditure (% of GDP);Fixed telephone subscriptions (per 100 people);Foreign direct investment, net inflows (% of GDP);Foreign direct investment, net inflows (BoP, current US$);Foreign direct investment, net outflows (% of GDP);Foreign direct investment, net outflows (BoP, current US$);GDP (constant 2010 US$);GDP per capita (constant 2010 US$);General government final consumption expenditure (% of GDP);GNI (current LCU);GNI per capita (current LCU);Gross capital formation (% of GDP);Gross fixed capital formation (% of GDP);Gross national expenditure (% of GDP);Imports of goods and services (% of GDP);Inflation, GDP deflator (annual %);Lower secondary school starting age (years);Merchandise exports by the reporting economy (current US$);Merchandise exports to high-income economies (% of total merchandise exports);Merchandise imports by the reporting economy (current US$);Merchandise imports from high-income economies (% of total merchandise imports);Merchandise trade (% of GDP);Population, total;Preprimary education, duration (years);Primary education, duration (years);Primary school starting age (years);Real effective exchange rate index (2010 = 100);Secondary education, duration (years);Trade (% of GDP);Urban population (% of total population);AI_publications;AI_patents
2017;Finland;37;6;30;6;0;9;11;0;21;5;62;110;213;128;104;563;82;659;130;325;2,08E+11;6,409666691;16344650063;60,07661757;34,06230075;26,01431683;;37,68407999;0,114710898;76,02320792;6,858547537;6,444498683;16397062923;5,167538536;13148028839;2,65E+11;48033,28715;22,80798104;2,26E+11;40996,95473;23,90415661;23,24600837;99,92736453;37,56936909;0,742883916;13;68073495329;78,35377119;70586645802;79,0555806;54,49721036;5508214;4;6;7;96,67008467;6;75,25344908;85,325;59;0
1980;France;311;23;158;76;0;7;6;1;110;125;35;6;53;48;41;387;58;129;154;308;6,05E+11;4;28360000000;57,074944;21,85891342;35,21603059;843,4065934;20,98257963;-1,537508024;75,78967174;29,51287841;0,468106015;3282773278;0,441352753;3095155744;1,48E+12;26877,72339;21,04610753;4,55E+11;8250,351735;25,74805764;24,42813821;101,5377294;22,52008766;11,68693735;11;1,15E+11;63,16357001;1,35E+11;69,97288;35,77643562;55161527;3;5;6;118,9368873;7;43,50266729;73,282;0;0
1981;France;267;43;114;37;0;10;11;4;77;137;30;5;52;33;38;484;51;108;138;355;5,28E+11;4,4;27368000000;55,85880612;21,49880934;34,35999677;847,0843318;21,96986186;-1,471219742;77,9524888;32,78393921;0,401205879;2469631625;0,738951338;4548631238;1,5E+12;27033,33438;21,75299274;5,13E+11;9258,889759;23,51853486;23,91854662;101,4710237;23,4410816;11,69197247;11;1,05E+11;62,30623513;1,21E+11;73,93601856;36,938703;55430296;3;5;6;113,645338;7;45,41094346;73,352;0;0
1982;France;290;33;135;57;0;5;18;3;113;172;47;5;64;44;66;384;58;133;124;387;4,99E+11;4,6;27094000000;54,67601029;20,94084012;33,73517017;846,1843522;21,3986952;-2,454994889;78,6571079;35,81076158;0,271047895;1585298782;0,487055309;2848678047;1,54E+12;27567,07914;22,20144064;5,87E+11;10542,44883;23,79788699;23,24514624;102,4549949;23,85369009;12,09476502;11;95286500000;63,90317621;1,15E+11;72,01753018;36,31665018;55718933;3;5;6;108,5005976;7;45,25238528;73,425;2;0
1983;France;309;49;120;79;0;12;18;16;93;208;37;8;62;56;65;425;52;114;170;472;4,74E+11;4,6;25760000000;53,57777879;20,32924016;33,24853863;846,1146641;22,43632708;-0,267174164;78,51692206;38,30243786;0,308227517;1725670869;0,306007651;1713242526;1,56E+12;27757,28985;22,35516024;6,48E+11;11563,35962;21,75040583;21,94071747;100,2673279;22,70350124;9,650344897;11;93480800000;65,0531446;1,06E+11;70,7054939;35,87445197;56023770;3;5;6;104,4825844;7;45,13982832;73,5;3;0
1984;France;383;51;183;68;0;15;27;2;92;172;42;15;63;51;92;422;53;140;136;465;4,48E+11;4,7;24910000000;52,6153735;19,85898665;32,75638684;837,4417429;23,83548081;0,12913172;78,64150036;40,1823344;0,451867818;2397989219;0,399324127;2119148371;1,58E+12;28020,46188;22,53058569;7,03E+11;12469,91666;21,22922648;21,29442881;99,87072684;23,70634909;7,067528987;11;96023800000;67,06972646;1,04E+11;69,88945448;38,05053172;56337666;3;5;6;102,765695;7;47,54182991;73,575;3;1
1985;France;409;49;141;90;0;12;41;6;83;169;67;12;86;55;134;476;47;163;153;495;4,71E+11;4,7;26085000000;51,83707359;19,63364229;32,2034313;832,0035708;23,3242135;-0,367960997;79,19938128;41,6806214;0,469230253;2595492780;0,405462785;2242770423;1,6E+12;28315,83051;22,58406813;7,57E+11;13356,15674;21,16857972;21,18098587;100,367961;23,69217449;5,453758573;11;99975400000;67,74806602;1,08E+11;70,33731995;37,95162197;56654696;3;5;6;105,3400586;7;47,01638799;73,65;7;0
1986;France;380;33;222;120;0;17;31;3;104;172;99;11;135;80;181;420;49;166;137;572;6,63E+11;4,5;35055000000;51,71657766;19,74364012;31,97293754;825,0361151;20,38347844;-0,121041596;78,3641216;43,04794037;0,422034253;3255870956;0,700377232;5403205719;1,64E+12;28814,17425;22,30602655;8,18E+11;14358,48838;21,75691999;21,22622748;100,1210416;20,50452003;5,055171593;11;1,23E+11;69,75488322;1,29E+11;74,394901;32,96936262;56976123;3;5;6;109,1141763;7;40,88799847;73,725;8;1
1987;France;420;45;199;130;8;19;41;7;86;206;96;19;121;63;162;430;55;211;213;643;8,04E+11;4,4;41624000000;51,62015809;20,05142145;31,56873664;815,2694446;19,59735182;-1,098035825;78,83509369;44,4209565;0,550188789;5139716802;0,985938288;9210372298;1,68E+12;29383,96012;22,14600056;8,63E+11;15056,54283;22,26294214;21,85534059;101,0980358;20,69538764;2,455861007;11;1,45E+11;72,66825667;1,58E+11;75,36832517;32,84808056;57302663;3;5;6;110,4100009;7;40,29273946;73,8;9;1
1988;France;412;41;227;122;10;22;52;10;167;279;81;19;89;85;185;511;56;170;208;706;8,77E+11;4,3;44290000000;51,57934253;20,48221014;31,09713239;828,2714871;20,36672557;-0,6587658;77,31608329;46,0163426;0,833285658;8489906284;1,422796146;14496116462;1,76E+12;30604,40403;21,69722713;9,31E+11;16161,21441;23,34268251;22,61928309;100,6587658;21,02549137;3,193401348;11;1,66E+11;73,56235465;1,8E+11;75,07937743;34,02316396;57627105;3;5;6;108,4413585;7;41,39221694;73,875;19;1
1989;France;412;37;253;110;19;21;74;6;166;376;82;24;111;96;253;509;79;215;234;699;8,76E+11;4,2;43260000000;51,63707116;20,92187204;30,71519911;823,2683233;21,65815382;-0,685473478;76,41700456;47,76665979;1,005053258;10303924629;1,901813302;19497614449;1,84E+12;31761,24752;21,13715387;1E+12;17275,27335;24,26836863;23,16489172;100,6853732;22,3436273;3,285247547;11;1,76E+11;73,29101825;1,93E+11;75,08364451;36,32254318;57940212;3;5;6;106,2859072;7;44,00178113;73,95;24;2
1990;France;448;53;281;165;16;25;68;8;190;338;126;30;123;105;236;521;94;268;226;725;1,09E+12;4,3;55040000000;51,78473093;21,30454281;30,48018813;809,6801408;20,97573338;-0,784588428;76,37483318;49,56146759;1,038724949;13183285335;2,743776933;34823457562;1,89E+12;32524,05876;21,16889058;1,06E+12;18154,0542;24,40966033;23,38265249;100,7844935;21,76032181;2,657162807;11;2,12E+11;73,9233896;2,34E+11;75,94155606;35,53665643;58235697;3;5;6;109,9446873;7;42,73605519;74,056;30;6
1991;France;446;39;275;134;28;21;63;14;189;253;124;52;113;129;405;637;78;252;281;892;1,08E+12;4,5;57600000000;51,98846649;21,75592037;30,23254613;790,7443306;21,33488442;-0,313912641;76,71174905;51,13014578;1,193809085;15152742090;1,885462639;23931740379;1,91E+12;32683,34771;21,65502585;1,09E+12;18691,56213;23,60216359;23,17842274;100,3139126;21,64879707;2,54708485;11;2,12E+11;75,91621419;2,31E+11;76,52532706;35,36533481;58559311;3;5;6;105,8253196;7;42,98368149;74,229;48;9
1992;France;441;69;347;146;19;21;85;30;150;243;127;98;186;135;475;758;81;309;369;898;1,2E+12;4,4;62480000000;52,29059467;22,15989607;30,1306986;778,8467294;21,33055935;0,669506085;77,37048214;52,67098502;1,558332664;21839501253;2,231164504;31269010209;1,94E+12;33041,36211;22,25922052;1,14E+12;19292,61718;21,96001178;22,08088008;99,33049392;20,66105326;1,967055744;11;2,32E+11;75,19248273;2,41E+11;75,72989671;33,9294015;58851217;3;5;6;107,3125189;7;41,99161261;74,401;90;9
1993;France;431;36;247;115;8;18;62;11;221;278;101;69;182;206;206;770;110;334;311;880;1,13E+12;5;67000000000;52,64092012;22,52710125;30,11381887;754,1394166;20,79257941;1,680035093;78,77655481;53,86054522;1,568929474;20754044036;1,557625503;20604513339;1,93E+12;32691,68433;23,40903181;1,15E+12;19416,21981;19,5434101;20,7063362;98,31996491;19,11254431;1,623502973;11;2,13E+11;73,64435488;2,02E+11;76,27643768;33,18451913;59106768;3;5;6;108,397256;7;39,90512372;74,572;66;5
1994;France;369;46;331;161;11;28;49;15;232;283;98;122;188;230;264;1004;127;399;412;1128;1,19E+12;5,2;73320000000;52,95222596;22,87786595;30,07436001;734,9609628;21,66032273;1,494405725;78,18813476;55,04702084;1,133236784;15797125295;1,753116997;24438148540;1,98E+12;33338,33907;23,18625743;1,18E+12;19952,13257;20,31737475;20,42365792;98,50550952;20,16591701;0,924929462;11;2,36E+11;75,04339242;2,34E+11;74,47984594;35,62253549;59327192;3;5;6;108,1544979;7;41,82623974;74,743;101;9
1995;France;397;32;227;165;11;28;74;32;218;311;122;226;115;243;373;1010;130;440;551;1263;1,37E+12;5,4;87480000000;53,18541799;23,22335216;29,96206582;721,7811095;22,62292606;1,599723543;77,88705816;56,05352849;1,482504442;23736300874;0,988133911;15820960241;2,02E+12;33917,92621;23,17666073;1,22E+12;20529,27469;20,51313622;20,07415415;98,40019437;21,02320252;1,124722935;11;2,83E+11;75,89088156;2,78E+11;75,45810455;36,88432541;59541899;3;5;6;111,123595;7;43,64612858;74,912;92;8
1996;France;366;35;261;166;4;40;60;15;239;264;184;208;114;255;316;1056;156;432;514;1448;1,38E+12;5,4;88020000000;53,40624548;23,58395797;29,82228751;708,5965394;23,05556487;1,78188979;78,5957616;56,71234763;1,36838947;21971888803;1,890862204;30361103333;2,05E+12;34275,60541;23,46969414;1,26E+12;21135,85739;19,62226875;19,86007765;98,21803035;21,27367508;1,358078054;11;2,82E+11;76,39040949;2,76E+11;75,13219934;37,37175753;59753100;3;5;6;110,5963629;7;44,32923995;75,082;102;6
1997;France;403;44;359;192;7;50;68;54;333;281;165;330;169;316;413;1079;112;458;475;1402;1,26E+12;5,3603385;79333009800;53,58165396;23,91587449;29,66577947;700,0509178;25,52319542;3,012893948;77,53510466;57,88323351;1,586355841;23047924755;2,442554918;35487512015;2,1E+12;34952,52162;23,40094231;1,31E+12;21821,08315;19,45200139;19,51937573;96,98710605;22,51030147;0,878201671;11;2,93E+11;74,0637108;2,74E+11;74,26457069;40,4141438;59964851;3;5;6;105,221207;7;48,03349688;75,25;124;7
1998;France;511;50;429;291;4;50;89;29;414;315;165;266;179;372;530;1146;174;558;509;1561;1,3E+12;5,062508102;77456373964;53,6942836;24,21438455;29,47989905;695,4907741;26,12649198;2,746217165;76,57319794;58,3442329;1,963825255;29518429032;3,04044433;45701184432;2,17E+12;36073,63658;22,61520117;1,37E+12;22754,5849;20,68051093;19,90108707;97,25370887;23,38027481;0,950262679;11;3,04E+11;76,50677796;2,9E+11;76,26046143;41,80682233;60186288;3;5;6;105,589;7;49,50676679;75,417;146;5
1999;France;533;29;522;298;5;104;132;45;535;347;229;263;182;351;565;1208;167;543;533;1522;1,3E+12;5,05;77265000000;53,74901087;24,47251571;29,27649516;691,4363388;26,07653539;2,392150173;76,24402302;57,72651789;3,07984401;45971216472;8,40294799;1,25E+11;2,25E+12;37116,4108;22,63099403;1,43E+12;23620,14085;21,36389819;20,80929394;97,6079212;23,68438521;0,203811138;11;3,24E+11;85,24115681;3,13E+11;87,13743292;42,96218458;60496718;3;5;6;102,5062992;7;49,7609206;75,614;133;3
2000;France;671;59;649;256;3;177;114;44;681;577;241;354;278;352;686;1189;188;529;504;1494;1,18E+12;4,885371085;67906658077;53,76192351;24,69011971;29,0718038;688,6631942;28,59497425;1,32870278;76,18324276;57,59052904;3,038290685;41389082665;12,74335229;1,74E+11;2,33E+12;38309,44274;22,32587237;1,5E+12;24657,38559;22,48805446;21,51435325;98,67129722;27,26627147;1,553290276;11;3,27E+11;85,1694485;3,38E+11;86,29022696;48,93019038;60912500;3;5;6;97,07070856;7;55,86124572;75,871;120;2
2001;France;631;45;658;210;6;165;160;47;894;524;242;306;217;281;483;1137;209;620;541;1326;1,2E+12;4,88;68808000000;53,8696747;24,87968961;28,98998509;688,9822647;28,2658952;1,572422312;76,26270966;57,39569958;3,64281272;50142053919;6,347631358;87372944568;2,38E+12;38786,0858;22,14185412;1,57E+12;25521,48941;22,16486803;21,51339228;98,42757769;26,69347289;2,008334202;11;3,23E+11;85,20591357;3,29E+11;85,77677524;47,36675806;61357430;3;5;6;96,75931732;7;54,95936809;76,127;115;6
2002;France;592;53;558;201;12;137;116;58;836;472;283;507;228;318;704;1224;170;617;492;1430;1,29E+12;4,91;74632000000;53,89778796;25,03947403;28,85831392;688,0222083;27,53105026;1,990075758;76,69434177;57,06055443;3,449839003;51550483854;3,547005389;53002428192;2,41E+12;38942,28122;22,72114944;1,6E+12;25958,41872;21,31558247;20,95338982;98,00992424;25,5409745;2,067425736;11;3,31E+11;84,48420154;3,29E+11;85,57631334;44,23388228;61805267;3;5;6;98,36338015;7;53,07202476;76,38;134;4
2003;France;540;74;776;263;9;95;162;62;1018;565;295;606;336;477;1172;1213;203;661;564;1464;1,58E+12;5,19;97053000000;53,8725778;25,16907598;28,70350182;672,6578047;26,11196897;1,426104426;77,38776672;56,28565342;2,301072654;42350800678;2,857607082;52593710046;2,43E+12;38985,53586;23,14342729;1,65E+12;26545,29723;21,18612886;21,03484098;98,57389557;24,68586455;1,859368223;11;3,92E+11;84,83492848;3,99E+11;85,20504665;42,97132546;62244886;3;5;6;103,7465657;7;50,79783352;76,632;139;4
2004;France;594;62;931;263;12;90;113;36;891;478;241;620;405;487;1315;1351;205;775;573;1357;1,82E+12;5,03;1,09E+11;53,82122698;25,26304689;28,55818009;656,1955575;26,46883632;1,012664765;77,09767321;55,52573487;1,683027874;35608535813;2,888921815;61122146295;2,5E+12;39794,63551;23,0446961;1,73E+12;27551,43757;21,88960334;21,3646092;98,98727655;25,45617156;1,62267544;11;4,52E+11;83,67192432;4,71E+11;84,58620582;43,6277574;62704895;3;5;6;105,5383433;7;51,92500788;76,883;166;1
2005;France;427;33;671;256;8;98;85;62;591;424;255;861;516;484;1549;1413;192;850;635;1440;1,88E+12;4,92;1,1E+11;53,7649072;25,32800049;28,43690671;640,1407284;27,03305104;0,085395307;77,46192462;55,14877284;3,876692772;85137061931;5,40940827;1,19E+11;2,54E+12;40152,69287;23,06703928;1,8E+12;28429,27272;22,45262344;21,79743531;99,91454806;26,94765573;1,936341399;11;4,63E+11;81,99197858;5,04E+11;82,7305144;44,05721504;63179351;3;5;6;104,0271561;7;53,98070678;77,13;153;3
2006;France;384;46;644;222;10;118;131;80;593;455;314;856;483;573;1391;1667;239;934;732;1523;1,99E+12;4,86;1,15E+11;53,83190537;25,40427753;28,42762784;;27,93505509;-0,233314269;76,99554852;55,47975265;3,405385576;78957053786;5,625808165;1,3E+11;2,6E+12;40850,35554;22,75917931;1,89E+12;29630,41623;23,23771164;22,45070884;100,2332602;28,16836936;2,155327392;11;4,96E+11;82,67659227;5,42E+11;83,00255543;44,75933069;63621381;3;5;6;103,3544995;7;56,10342445;77,377;173;8
2007;France;463;58;665;252;8;134;147;45;554;400;298;414;255;494;318;1695;230;1102;631;1468;2,28E+12;4,88;1,33E+11;53,86296817;25,42834748;28,43462069;;27,85325751;-0,714241563;76,54942927;56,24767221;3,152836846;83777598395;4,976153076;1,32E+11;2,66E+12;41582,79972;22,43313965;1,98E+12;30928,45603;24,1648123;23,18266576;100,7142416;28,56749907;2,556637021;11;5,6E+11;81,47675723;6,32E+11;82,50215991;44,80156044;64016225;3;5;6;103,8761471;7;56,42075658;77,621;174;2
2008;France;527;46;699;256;9;173;131;40;473;429;359;404;289;562;417;1960;304;1142;671;1516;2,49E+12;4,88;1,46E+11;53,93670719;25,47581519;28,460892;;28,11938486;-1,158313173;77,0284785;56,42251636;2,329970036;67997446905;4,660088739;1,36E+11;2,67E+12;41456,48343;22,56256337;2,04E+12;31623,79038;24,12988486;23,59605095;101,1583634;29,27769803;2,367073855;11;6,17E+11;80,32614176;7,18E+11;80,88180274;45,67717978;64374984;3;5;6;104,49358;7;57,39708289;77,868;186;1
2009;France;372;50;781;242;6;133;104;53;429;253;387;453;287;571;388;1953;325;1211;682;1533;2,26E+12;5,12;1,4E+11;54,16892216;25,66178447;28,5071377;;24,83554721;-0,79135643;79,45824825;65,44947548;0,684810626;18422928062;3,297811063;88718448112;2,59E+12;40058,67976;24,0808047;1,98E+12;30614,24228;21,33315982;22,06750388;100,7914081;25,62690364;0,0666275;11;4,85E+11;79,24948158;5,63E+11;81,63602608;38,86868406;64707040;3;5;6;104,5383641;7;50,46245085;78,117;161;0
2010;France;415;38;850;264;9;156;134;48;600;269;403;470;335;585;403;2093;322;1371;640;1471;2,23E+12;5,1;1,38E+11;54,63090592;26,05844906;28,57245686;;26,78829984;-1,291191401;79,34494702;64,60290018;1,471630163;38889439213;2,745790918;72560532987;2,64E+12;40638,334;23,98925669;2,04E+12;31394,0376;21,9462945;22,10541932;101,2912415;28,07949124;1,069697466;11;5,24E+11;79,54476644;6,11E+11;80,56464816;42,94380153;65027507;3;5;6;100;7;54,86779108;78,369;166;0
2011;France;475;55;703;211;17;144;135;30;462;189;453;510;412;638;488;2165;341;1527;696;1600;2,43E+12;4,95;1,46E+11;55,33524753;26,61713599;28,71811154;;28,42133748;-1,94790147;78,72704068;63,85412523;1,544897075;44205811127;2,253553808;64483372778;2,7E+12;41329,03537;23,74452783;2,11E+12;32338,5537;23,22090937;22,42387055;101,9479501;30,36923895;0,947960206;11;5,96E+11;79,08223447;7,2E+11;79,91665901;46,00885025;65342780;3;5;6;99,21431014;7;58,79057642;78,622;189;1
2012;France;483;29;649;214;8;122;159;25;397;202;469;624;388;690;524;2335;402;1504;707;1598;2,26E+12;5,01;1,37E+11;56,25937342;27,37186224;28,88751118;;29,20302719;-1,296004795;78,66937252;62,47225149;1,227526406;32944663318;1,938083546;52014775092;2,71E+12;41258,27473;23,9504999;2,13E+12;32508,0903;22,62663227;22,45811479;101,2960048;30,49903198;1,161825041;11;5,69E+11;78,0086249;6,75E+11;80,66743584;46,3190743;65659809;3;5;6;96,01535251;7;59,70205917;78,878;182;3
2013;France;532;47;838;192;9;166;149;32;403;219;548;653;484;766;569;2377;392;1732;716;1665;2,36E+12;4,916331223;1,41E+11;57,32435108;28,26927876;29,05507232;;29,36473787;-1,034579341;78,74738627;61,16425725;1,123742809;31589283791;0,626643537;17615436876;2,72E+12;41282,99081;24,11168771;2,16E+12;32797,80399;22,28719307;22,04186778;101,0345793;30,39931721;0,778100526;11;5,8E+11;78,23612647;6,82E+11;81,16037205;44,90911043;65998687;3;5;6;97,30144316;7;59,76405507;79,135;206;0
2014;France;504;64;952;241;7;222;171;27;449;236;576;719;558;779;616;2589;428;1951;718;1696;2,4E+12;4,955414733;1,44E+11;58,38098934;29,19889184;29,1820975;;29,6666845;-1,145427523;78,43559645;60,44999848;0,203525272;5804878133;1,861519163;53093612207;2,75E+12;41478,24697;24,12589283;2,2E+12;33119,54412;22,70983107;21,81973378;101,1454275;30,81211202;0,576944238;11;5,81E+11;78,84223489;6,77E+11;81,13286444;44,16377258;66316100;3;5;6;97,32855564;7;60,47879652;79,394;218;0
2015;France;490;103;940;189;8;170;132;25;554;235;622;688;653;839;721;2567;458;2074;740;1757;2,05E+12;4,935406534;1,23E+11;59,3207256;30,08152938;29,23919622;;30,59262238;-0,566449178;77,85412512;60,39886305;1,756429965;42825414106;2,101164669;51230762881;2,78E+12;41765,24403;23,80787761;2,25E+12;33725,71676;22,71232406;21,49927767;100,5664492;31,15907156;1,138248785;11;5,06E+11;78,60393361;5,71E+11;81,96331811;44,17268936;66593366;3;5;6;92,02875759;7;61,75169393;79,655;261;1
2016;France;481;82;991;214;14;288;198;35;445;196;693;791;682;807;742;2831;495;2283;837;1773;2,08E+12;4,935406534;1,24E+11;60,07595326;30,86924682;29,20670644;;30,24753718;-0,605068015;77,99567527;60,31768987;1,32739278;32803666729;3,020487539;74644873806;2,81E+12;42054,53126;23,73238072;2,28E+12;34121,99994;22,60939274;21,81530252;100,605068;30,8526052;0,522559352;11;5,01E+11;79,55729527;5,68E+11;82,88135946;43,25020131;66859768;3;5;6;92,91211984;7;61,10014238;79,917;259;1
2017;France;195;17;323;75;10;109;91;13;148;82;726;775;720;963;804;2705;478;2336;766;1847;2,18E+12;4,935406534;1,31E+11;60,71698779;31,6114191;29,10556868;;30,8198947;-1,058271603;77,69255136;59,72625149;1,452251284;37559363019;1,990737617;51486156466;2,88E+12;43001,59129;23,68449145;2,35E+12;35141,49315;23,36572024;22,47981864;101,0582716;31,87816631;0,456887072;11;5,35E+11;79,37167358;6,19E+11;82,14141064;44,61367632;66865144;3;5;6;93,3644554;7;62,69806101;80,18;303;0
1980;Germany;828;131;259;202;0;18;18;9;200;316;0;0;0;0;0;2;0;2;0;10;8,12E+11;4,1;39196000000;52,02886197;23,79488768;28,23397429;1341,23192;18,62122393;-4,611622899;79,71472594;26,0996307;-0,019633294;-186573401;0,437875858;4161094246;2,05E+12;26137,15365;20,88500436;8,87E+11;11327,11071;27,20555904;25,94871525;106,920285;23,23284683;5,451189401;10;1,93E+11;73,45824106;1,88E+11;74,25451218;40,07846623;78288576;3;4;6;114,604273;9;41,85407075;72,844;0;0
1981;Germany;845;107;281;151;0;11;15;13;196;399;0;2;1;2;0;6;1;3;1;17;6,77E+11;4,1;32964000000;50,59221329;23,39249807;27,19971523;1345,288237;20,13483521;-3,913452217;80,82046988;27,71283304;-0,051949291;-415839560;0,470548952;3766612868;2,06E+12;26235,49273;21,42782657;9,27E+11;11824,12596;24,60613159;24,78175865;105,4266015;24,04828743;4,175238769;10;1,76E+11;72,12792184;1,64E+11;76,27179869;42,47343774;78407907;3;4;6;104,7995255;9;44,18312263;72,989;0;0
1982;Germany;832;125;310;156;0;7;11;19;177;384;0;1;0;1;1;2;1;2;0;26;6,53E+11;4,1;31939000000;48,67913764;22,73929641;25,93984123;1354,090188;20,87000854;-2,647846702;80,41778335;28,96542465;0,060298468;468263695;0,351215762;2727458861;2,05E+12;26156,77109;21,11906806;9,65E+11;12317,73485;23,15102159;23,38136104;103,5688049;23,51785524;4,581058549;10;1,76E+11;73,8227274;1,55E+11;75,32514176;42,71916881;78333366;3;4;6;106,7118691;9;44,38786378;73,107;0;0
1983;Germany;864;137;348;161;0;3;20;23;179;451;1;3;0;2;0;2;0;5;1;31;6,5E+11;4,1;31775000000;46,64613125;21,99244654;24,65368472;1366,93574;20,29140634;-2,992759928;80,27388341;30,07012466;0,129476547;997855447;0,381923221;2943422389;2,08E+12;26637,80305;20,86442613;1,01E+12;12936,85333;23,93920751;23,612437;104,2130909;23,28416627;2,807938537;10;1,69E+11;74,57807215;1,53E+11;74,81729487;41,8191976;78128282;3;4;6;107,379068;9;43,57557261;73,103;0;0
1984;Germany;1011;116;283;130;0;6;14;9;177;330;0;0;1;1;3;2;3;5;3;29;6,14E+11;4,1;30012000000;44,97301857;21,36215342;23,61086515;1370,963855;21,72556858;-2,791518784;79,87035348;31,43650686;0,081458467;590664407;0,651853054;4726659004;2,14E+12;27484,6154;20,66315529;1,06E+12;13666,91981;23,7018946;23,15431306;103,5722481;24,51708736;1,989146339;10;1,72E+11;76,51134616;1,53E+11;74,44764725;44,78720424;77858685;3;4;6;102,6428985;9;46,24265594;72,943;0;0
1985;Germany;1045;103;304;107;1;5;18;16;160;465;0;1;0;0;9;1;1;4;1;47;6,21E+11;4,1;30340000000;43,8959804;20,96327128;22,93270912;1372,940537;22,93900377;-2,037342687;79,17480729;32,68281466;0,072502817;531108429;0,750246407;5495816670;2,19E+12;28187,36502;20,59250651;1,11E+12;14315,23158;23,11530704;22,6435828;102,2901143;24,97634646;2,124725682;10;1,84E+11;77,52346614;1,58E+11;75,13251552;46,74466789;77684873;3;4;6;99,89474036;9;47,91535023;72,711;0;0
1986;Germany;963;130;393;140;7;10;30;14;139;423;4;0;1;1;9;5;0;5;2;40;8,84E+11;4,1;43050000000;43,44784069;20,85394508;22,59389561;1375,028428;21,28714028;-0,370350825;77,58626185;33,65967987;0,113932035;1192024600;0,898212214;9397629497;2,24E+12;28818,91281;20,47531419;1,17E+12;15038,21199;23,13548743;22,52080721;100,7217493;21,65749111;2,999543133;10;2,43E+11;79,07269469;1,91E+11;77,6928432;41,50003434;77720436;3;4;6;105,7729361;9;42,94463139;72,617;0;1
