Year;Country;G01N;G05B;G06F;G06K;G06N;G06Q;G06T;G10L;H04L;H04N;Automation_and_Control_Systems;Computer Science_Artificial_Intelligence;Computer Science_Information_Systems;Computer Science_Interdisciplinary_Applications;Computer Science_Theory_and_Methods;Engineering_Electrical_and_Electronic;Engineering_Multidisciplinary;Environmental_Sciences;Instruments_and_Instrumentation;Neurosciences;Adjusted_net_national_income_(current_US$);Adjusted_savings_education_expenditure_(%_of_GNI);Adjusted_savings_education_expenditure_(current_US$);Age_dependency_ratio_(%_of_working_age_population);Age_dependency_ratio_old_(%_of_working_age_population);Age_dependency_ratio_young_(%_of_working_age_population);Agricultural_machinery_tractors_per_100_sq_km_of_arable_land;Exports_of_goods_and_services_(%_of_GDP);External_balance_on_goods_and_services_(%_of_GDP);Final_consumption_expenditure_(%_of_GDP);Fixed_telephone_subscriptions_(per_100_people);Foreign_direct_investment_net_inflows_(%_of_GDP);Foreign_direct_investment_net_inflows_(BoP_current_US$);Foreign_direct_investment_net_outflows_(%_of_GDP);Foreign_direct_investment_net_outflows_(BoP_current_US$);GDP_(constant_2010_US$);GDP_per_capita_(constant_2010_US$);General_government_final_consumption_expenditure_(%_of_GDP);GNI_(current_LCU);GNI_per_capita_(current_LCU);Gross_capital_formation_(%_of_GDP);Gross_fixed_capital_formation_(%_of_GDP);Gross_national_expenditure_(%_of_GDP);Imports_of_goods_and_services_(%_of_GDP);Inflation_GDP_deflator_(annual_%);Lower_secondary_school_starting_age_(years);Merchandise_exports_by_the_reporting_economy_(current_US$);Merchandise_exports_to_high_income_economies_(%_of_total_merchandise_exports);Merchandise_imports_by_the_reporting_economy_(current_US$);Merchandise_imports_from_high_income_economies_(%_of_total_merchandise_imports);Merchandise_trade_(%_of_GDP);Population_total;Preprimary_education_duration_(years);Primary_education_duration_(years);Primary_school_starting_age_(years);Real_effective_exchange_rate_index_(2010_100);Secondary_education_duration_(years);Trade_(%_of_GDP);Urban_population_(%_of_total_population);AI_publications;AI_patents
1995;Italy;69;26;31;12;4;4;5;5;26;58;86;232;97;154;256;847;94;358;502;1002;9,89E+11;4,4;51040000000;46,12;24,2;21,92;1838,06;24,67;3,66;76,3;43,45;0,41;4843882770;0,6;7001436007;1,87E+12;32863,96;17,43;9,76E+11;17174,11;20,04;19,37;96,34;21,01;4,93;11;2,33E+11;82,19;2,06E+11;75,84;37,44;56844303;3;5;6;89,29;8;45,68;66,92;123;1
1996;Italy;81;30;34;23;1;2;6;1;14;35;133;185;100;169;197;912;77;385;503;1161;1,11E+12;4,5;58500000000;46,48;24,77;21,71;1849,77;23,7;4,53;76,11;44,26;0,27;3548937154;0,66;8706997306;1,89E+12;33270,92;17,62;1,04E+12;18215,73;19,36;19,2;95,47;19,17;4,51;11;2,51E+11;80,97;2,07E+11;75,24;35,09;56860281;3;5;6;99,25;8;42,88;66,98;140;0
1997;Italy;72;39;40;27;0;6;3;0;41;44;137;218;173;201;316;922;109;443;432;1219;1,05E+12;4,54;55833948420;46,86;25,33;21,53;1891,87;24,15;3,71;76,79;45,16;0,3;3687266506;0,84;10401944454;1,93E+12;33861,93;17,68;1,09E+12;19113,2;19,5;19,17;96,29;20,44;2,57;11;2,38E+11;80,1;2,08E+11;75,14;36,28;56890372;3;5;6;98,76;8;44,59;67,04;137;0
1998;Italy;82;44;32;39;1;8;7;5;29;57;155;241;197;276;365;1024;110;569;469;1260;1,08E+12;4,21;53021405337;47,28;25,89;21,39;1922,23;24,06;3,03;77,23;45,8;0,21;2640065101;0,98;12454959194;1,96E+12;34465,12;17,53;1,13E+12;19902,66;19,73;19,49;96,97;21,03;2,4;11;2,43E+11;80,96;2,16E+11;76,68;36,55;56906744;3;5;6;99,23;8;45,09;67,1;171;0
1999;Italy;114;28;29;31;1;9;6;4;40;40;176;239;165;222;410;1117;112;490;443;1340;1,07E+12;4,26;53250000000;47,77;26,49;21,29;1895,94;23,2;1,78;77,99;46,78;0,55;6941768225;0,02;262461750;1,99E+12;35019,54;17,55;1,17E+12;20606,76;20,23;19,88;98,22;21,42;1,54;11;2,35E+11;85,81;2,2E+11;80,87;36,44;56916317;3;5;6;97,96;8;44,62;67,16;137;0
2000;Italy;122;35;95;37;2;27;6;8;73;36;182;272;209;235;453;1169;150;494;498;1320;9,71E+11;4,06;46284000000;48,39;27,13;21,26;1938,45;25,63;0,85;78,29;47,9;1,15;13172981900;0,57;6492039032;2,07E+12;36329,25;17,74;1,24E+12;21719,84;20,86;20,73;99,15;24,78;1,79;11;2,4E+11;84,63;2,38E+11;76,63;41,9;56942108;3;5;6;93,17;8;50,41;67,22;132;0
2001;Italy;77;22;41;9;0;13;6;8;90;21;182;247;197;246;392;1184;140;628;578;1342;9,88E+11;4,42;51272000000;48,86;27,66;21,2;2033,8;25,65;1,26;77,89;48,09;1,27;14878086499;1,4;16369483712;2,11E+12;37017,37;18,4;1,3E+12;22819,93;20,84;20,72;98,74;24,39;3,03;11;2,44E+11;83,45;2,36E+11;76,85;41,19;56974100;3;5;6;94,44;8;50,03;67,28;142;0
2002;Italy;117;32;98;33;2;8;15;6;82;40;194;455;236;266;532;1271;154;682;539;1302;1,07E+12;4,17;52542000000;49,44;28,22;21,22;2117,05;24,41;0,76;77,67;47,47;1,36;17239360005;0,91;11504637433;2,11E+12;37056,15;18,55;1,34E+12;23558,7;21,57;21,36;99,24;23,65;3,27;11;2,54E+11;83,09;2,47E+11;77,22;39,46;57059007;3;5;6;96,74;8;48,06;67,38;207;0
2003;Italy;101;31;147;44;0;20;22;0;42;58;223;601;336;415;901;1346;165;745;603;1633;1,32E+12;4,28;66768000000;50,07;28,78;21,29;;23,3;0,46;78,37;46,2;1,24;19572886734;0,14;2144413897;2,12E+12;36942,94;18,98;1,39E+12;24217,27;21,18;20,88;99,54;22,85;3,15;11;3E+11;82,97;2,98E+11;76,76;37,92;57313203;3;5;6;102,86;8;46,15;67,5;209;0
2004;Italy;71;14;36;10;1;8;4;3;14;9;229;555;487;366;994;1379;133;841;742;1470;1,52E+12;4,17;75060000000;50,65;29,29;21,36;;24,01;0,59;78,15;44,79;1,11;20100742902;0,79;14313051509;2,15E+12;37227,15;19,16;1,45E+12;25134,92;21,26;20,96;99,41;23,42;2,67;11;3,54E+11;82,02;3,55E+11;75,15;39,32;57685327;3;5;6;104,63;8;47,43;67,62;212;0
2005;Italy;0;1;12;0;0;23;0;6;3;4;206;700;471;457;1164;1394;131;808;580;1479;1,57E+12;3,98;74028000000;51,12;29,71;21,41;;24,6;-0,1;78,93;42,98;1,98;36762073075;2,82;52296832525;2,17E+12;37347,64;19,61;1,5E+12;25806,37;21,17;21,28;100,1;24,7;2,01;11;3,73E+11;81,11;3,85E+11;72,32;40,8;57969484;3;5;6;102,83;8;49,3;67,74;188;0
2006;Italy;0;0;16;1;0;19;0;2;1;8;251;682;441;422;907;1625;207;993;773;1583;1,64E+12;4,29;83655000000;51,58;30,08;21,5;;26,17;-0,82;78,86;45,93;2,93;56995485107;3,03;58960986973;2,2E+12;37902,31;19,48;1,56E+12;26810,11;21,96;21,58;100,82;26,99;2,12;11;4,17E+11;80,41;4,43E+11;69,83;44,12;58143979;3;5;6;102,44;8;53,17;67,86;230;0
2007;Italy;0;0;18;1;0;28;2;1;1;4;254;299;233;407;310;1594;181;1027;881;1507;1,85E+12;3,92;86240000000;51,87;30,34;21,53;;27,36;-0,34;78,09;38,16;2,98;65975535145;5,43;1,2E+11;2,24E+12;38272,2;19,03;1,62E+12;27654,57;22,25;21,66;100,34;27,7;2,48;11;5E+11;79,5;5,12E+11;69,23;45,77;58438310;3;5;6;103,08;8;55,06;67,97;227;0
2008;Italy;15;4;20;2;0;11;0;0;8;4;295;283;304;404;328;1720;199;1083;797;1751;1,98E+12;4,21;99777000000;52,07;30,54;21,53;;26,86;-0,77;78,99;37,4;-0,4;-9501579210;2,82;67703684657;2,22E+12;37653,75;19,56;1,62E+12;27584,94;21,78;21,28;100,77;27,63;2,4;11;5,45E+11;77,4;5,63E+11;66,26;46,05;58826731;3;5;6;103,94;8;54,49;68,09;220;0
2009;Italy;23;6;23;4;0;16;4;3;6;5;303;298;284;460;326;1751;223;1158;732;1629;1,8E+12;4,29;93522000000;52,31;30,8;21,51;;22,4;-0,62;81,11;38,31;0,76;16607196345;0,84;18369177793;2,1E+12;35503,15;20,68;1,58E+12;26673,21;19,51;20,11;100,62;23,02;1,68;11;4,07E+11;76,94;4,15E+11;68,77;37,51;59095365;3;5;6;105,07;8;45,42;68,21;231;0
2010;Italy;18;5;17;2;1;9;2;0;7;3;305;323;327;444;327;1744;263;1218;823;1888;1,75E+12;4,12;87344000000;52,68;31,19;21,5;;25,07;-1,86;81,28;37,99;0,47;9930501391;1,44;30727883014;2,13E+12;36000,52;20,55;1,61E+12;27124,42;20,58;20,02;101,86;26,93;0,44;11;4,47E+11;76,09;4,87E+11;65,56;43,78;59277417;3;5;6;100;8;52,01;68,33;223;0
2011;Italy;7;1;1;1;0;0;1;2;2;4;343;375;352;536;352;1803;246;1391;777;1966;1,86E+12;3,93;89211000000;53,21;31,66;21,55;;26,87;-1,4;80,93;37,1;1,5;34465481830;2,26;51872690976;2,15E+12;36192,87;19,82;1,64E+12;27696,21;20,47;19,71;101,4;28,27;1,61;11;5,23E+11;75,98;5,59E+11;65,29;47,21;59379449;3;5;6;99,87;8;55,15;68,44;218;0
2012;Italy;0;0;0;0;0;0;0;0;0;0;344;409;395;557;350;1912;350;1382;820;1893;1,69E+12;3,93;81439107653;53,8;32,24;21,56;;28,38;1,1;81,11;36,32;0;34901033;0,33;6796746984;2,09E+12;35019,47;19,81;1,62E+12;27248,59;17,79;18,31;98,9;27,28;1,55;11;5,02E+11;75,66;4,89E+11;64,3;47,43;59539717;3;5;6;97,76;8;55,65;68,68;220;0
2013;Italy;2;0;1;0;0;0;0;0;0;0;419;516;543;640;447;2128;374;1569;1031;1984;1,74E+12;3,94;83890322996;54,42;32,89;21,53;;28,63;2,4;80,71;35,07;0,91;19531411962;0,95;20275668546;2,05E+12;33978,55;19,81;1,61E+12;26728,39;16,89;17,2;97,6;26,23;1,15;11;5,18E+11;75,02;4,79E+11;65,4;46,59;60233948;3;5;6;99,48;8;54,87;68,98;249;0
2014;Italy;0;0;2;0;0;0;0;0;0;0;405;593;539;656;498;2177;345;1896;952;1963;1,76E+12;3,88;83378834590;54,98;33,53;21,45;;29,11;2,9;80,15;34,07;0,79;17032744039;0,95;20476260926;2,05E+12;33666,69;19,54;1,63E+12;26773,66;16,96;16,72;97,1;26,21;0,91;11;5,3E+11;76,19;4,74E+11;66,78;46,51;60789140;3;5;6;99,33;8;55,32;69,27;239;0
2015;Italy;91;39;82;30;1;107;9;3;30;66;431;643;634;749;559;2409;471;2172;914;2216;1,49E+12;3,9;70954568853;55,43;34,12;21,32;;29,72;3,01;79,88;33,36;0,72;13303439230;0,86;15740134968;2,06E+12;33961,44;19,11;1,64E+12;27068,92;17,11;16,94;96,99;26,7;0,93;11;4,57E+11;77,66;4,11E+11;68,35;47,27;60730582;3;5;6;93,86;8;56,42;69,57;290;0
2016;Italy;186;38;101;25;0;189;7;1;62;41;449;712;738;716;539;2470;512;2434;1190;2097;1,54E+12;3,9;72903870195;55,86;34,66;21,2;;29,33;3,29;79,15;33,41;1,37;25656663795;0,75;14063904263;2,09E+12;34454,51;19,03;1,7E+12;28047,65;17,56;17,17;96,71;26,04;1,14;11;4,62E+11;78,25;4,07E+11;70,34;46,31;60627498;3;5;6;94,57;8;55,37;69,86;330;1
2017;Italy;19;2;13;7;3;30;1;0;9;4;559;728;821;809;640;2432;602;2515;1097;2226;1,61E+12;3,9;76022752342;56,19;35,14;21,05;;30,84;2,98;79,11;34,12;0,57;11138429977;0,6;11814159887;2,12E+12;35098,37;18,82;1,75E+12;28843,69;17,91;17,38;97,02;27,86;0,69;11;5,07E+11;77,82;4,53E+11;70,08;49,08;60536709;3;5;6;95,26;8;58,7;70,14;359;0
1980;Japan;11350;2845;17494;3899;0;918;1017;1244;3596;13222;53;11;32;28;42;901;58;200;214;371;9,16E+11;3,5;38500000000;48,15;13,21;34,94;3018,88;13,13;-0,97;67,02;33,89;0,03;278000000;0,03;278000000;3,02E+12;25854,58;14,66;2,51E+14;2147730,82;33,96;33,56;100,97;14,1;5,44;12;1,3E+11;68,26;1,41E+11;66,89;24,58;116782000;3;6;6;73,82;6;27,23;76,18;2;1
1981;Japan;13474;3441;20206;4837;1;1484;1464;1794;3945;15540;64;13;42;35;45;1060;96;198;247;425;1E+12;3,6;43560000000;47,72;13,55;34,18;2906,6;14,12;0,61;66,63;33,92;0,02;189000000;0,02;189000000;3,15E+12;26744,56;14,68;2,69E+14;2283562,83;32,76;32,46;99,39;13,51;2,93;12;1,52E+11;69,04;1,43E+11;70,32;24,15;117648000;3;6;6;78,91;6;27,63;76,27;2;1
1982;Japan;14350;4301;23199;5123;13;1647;1982;2220;4393;19307;51;11;41;47;57;1018;79;228;258;482;9,32E+11;3,6;40680000000;47,54;13,86;33,67;3145,09;13,92;0,55;67,86;34,7;0,04;439000000;0,04;439000000;3,25E+12;27443,61;14,8;2,83E+14;2389217,3;31,6;31,31;99,45;13,37;1,74;12;1,38E+11;71,18;1,32E+11;69,79;23,79;118449000;3;6;6;71,55;6;27,29;76,38;0;0
1983;Japan;15037;4735;24212;4873;41;1793;2432;2382;5265;20193;78;19;45;60;81;1225;90;269;271;515;1,01E+12;3,5;43050000000;47,41;14,17;33,24;3271,32;13,3;1,53;68,34;35,61;0,03;416000000;0,03;416000000;3,37E+12;28217,5;14,85;2,96E+14;2482076,82;30,12;30,12;98,47;11,76;0,95;12;1,47E+11;74,17;1,27E+11;69,44;21,99;119259000;3;6;6;77,49;6;25,06;76,49;2;7
1984;Japan;17372;5700;28471;6085;45;2462;3191;2406;5925;25527;58;20;34;65;64;1307;84;235;254;599;1,08E+12;4,84;63454487400;47,1;14,48;32,62;3412,53;14,39;2,45;67,49;36,27;0;-10000000;0;-10000000;3,52E+12;29301,37;14,61;3,14E+14;2617391,56;30,06;29,77;97,55;11,95;1,47;12;1,7E+11;77,62;1,36E+11;70,06;23,2;120018000;3;6;6;80,89;6;26,34;76,6;7;12
1985;Japan;17668;5314;32768;7203;62;3093;4145;2256;6511;28958;62;16;20;71;74;1493;78;264;268;708;1,16E+12;4,3;60630000000;46,53;14,82;31,71;3837,68;13,89;3,19;66,8;37,17;0,04;608713150;0,04;608713150;3,7E+12;30646,88;14,28;3,35E+14;2776743,63;30,01;29,54;96,81;10,7;1,26;12;1,77E+11;76,87;1,31E+11;69,18;21,99;120754000;3;6;6;82,91;6;24,6;76,71;2;8
1986;Japan;18418;5473;37911;7759;185;2933;5056;2441;7163;33787;76;13;47;82;124;1344;83;357;281;766;1,7E+12;4,2;87360000000;46,11;15,19;30,92;3804,77;10,91;3,67;66,36;38,18;0,01;242107762;0,01;242107762;3,82E+12;31474;14,2;3,52E+14;2896810,49;29,97;29,6;96,33;7,24;1,61;12;2,11E+11;80,54;1,28E+11;71,04;16,27;121492000;3;6;6;106,28;6;18,15;76,84;12;29
1987;Japan;17700;5456;38431;7309;224;2852;5242;2311;7622;39643;81;11;46;108;84;1576;94;338;304;930;2,06E+12;4,2;1,06E+11;45,42;15,58;29,84;3955,28;9,94;2,77;66,29;39,34;0,05;1177422254;0,05;1177422254;4E+12;32801,21;14,12;3,69E+14;3020408,55;30,94;30,85;97,23;7,17;-0,16;12;2,31E+11;81,94;1,51E+11;71,74;15,09;122091000;3;6;6;111,95;6;17,11;76,96;14;76
1988;Japan;15685;5197;40316;7005;583;3110;5534;2162;8598;41484;143;24;81;87;120;1389;87;355;360;938;2,5E+12;4,1;1,26E+11;44,62;16;28,62;4129,4;9,57;1,96;64,99;40,73;-0,02;-483800487;-0,02;-483800487;4,28E+12;34877,66;13,71;3,96E+14;3232855,41;33,05;32,57;98,04;7,61;0,63;12;2,65E+11;81,91;1,87E+11;72,95;14,72;122613000;3;6;6;118,69;6;17,19;77,09;17;161
1989;Japan;14702;4480;38140;4811;1268;2494;6087;2249;8611;42520;100;17;33;66;125;1515;73;346;636;1008;2,49E+12;4;1,23E+11;43,95;16,48;27,47;4276,13;10,11;1,35;64,79;42,28;-0,03;-1059696732;-0,03;-1059696732;4,48E+12;36422,61;13,57;4,25E+14;3450182,75;33,86;33,33;98,65;8,76;2,11;12;2,75E+11;81,97;2,1E+11;73,06;15,83;123116000;3;6;6;108,78;6;18,87;77,21;22;392
1990;Japan;14966;5439;41224;5317;1351;3267;6781;2139;8995;49186;64;22;41;103;131;1624;123;390;445;1111;2,55E+12;4,08;1,29E+11;43,56;17,04;26,52;4492,89;10,22;0,78;64,71;43,8;0,06;1806039008;0,06;1806039008;4,7E+12;38074,46;13,55;4,57E+14;3700001,62;34,51;34,13;99,22;9,44;2,61;12;2,88E+11;81,12;2,35E+11;73,55;16,69;123537000;3;6;6;97,32;6;19,66;77,34;42;562
1991;Japan;14767;5674;47296;5050;1491;5505;8756;1887;9400;48553;82;54;37;107;192;2133;123;507;468;1283;2,88E+12;4,08;1,47E+11;43,33;17,64;25,68;4147,68;9,79;1,5;64,28;45,03;0,04;1284268820;0,04;1284268820;4,86E+12;39253,64;13,6;4,86E+14;3924150,87;34,22;33,77;98,5;8,29;2,93;12;3,15E+11;80,36;2,37E+11;72,49;15,39;123921000;3;6;6;103,9;6;18,07;77,47;79;615
1992;Japan;14043;4864;41270;5071;1211;5848;8390;1826;9230;47687;106;69;432;160;233;2224;110;526;499;1436;3,11E+12;3,57;1,4E+11;43,3;18,31;24,99;4249,05;9,69;2,05;65,46;46;0,07;2755603983;0,07;2755603983;4,91E+12;39488,39;14;4,99E+14;4019530,06;32,49;32,39;97,95;7,64;1,67;12;3,4E+11;79,27;2,33E+11;71,93;14,66;124229000;3;6;6;106,98;6;17,33;77,61;156;514
1993;Japan;13052;4253;34733;4526;797;6882;9251;1773;8320;40982;77;80;457;183;127;2229;123;516;738;1625;3,54E+12;3,4;1,53E+11;43,45;19,04;24,41;4356,46;9,08;2,14;67,18;46,8;0;210435440;0;210435440;4,88E+12;39187,03;14,62;5E+14;4012490,36;30,68;30,71;97,86;6,94;0,57;12;3,63E+11;77,21;2,42E+11;70,03;13,56;124536000;3;6;6;125,23;6;16,01;77,75;150;422
1994;Japan;10902;3726;27444;3927;618;7328;8450;1893;7638;36208;79;94;572;222;313;3035;141;521;533;1700;3,87E+12;3,6;1,78E+11;43,69;19,8;23,89;4420,6;9;1,9;68,55;48,15;0,02;888384471;0,02;888384471;4,93E+12;39441,59;15,03;5,06E+14;4047607,65;29,54;29,51;98,1;7,1;0,27;12;3,95E+11;77,51;2,74E+11;68,85;13,7;124961000;3;6;6;133,14;6;16,1;77,88;217;280
1995;Japan;12101;3690;30301;4322;599;8875;8169;2352;9102;42767;91;163;541;193;352;3088;110;490;665;1891;4,33E+12;3,5;1,93E+11;43,98;20,58;23,39;4585,31;8,97;1,26;68,85;49,3;0;41463072;0;41463072;5,06E+12;40368,71;15,36;5,17E+14;4121345,04;29,88;29,54;98,74;7,71;-0,53;12;4,43E+11;75,57;3,36E+11;68,68;14,3;125439000;3;6;6;135,33;6;16,68;78,02;242;248
1996;Japan;11484;3283;31779;4094;388;9840;7397;2160;10085;42637;195;226;586;197;311;3350;122;727;696;2274;3,86E+12;3,28;1,6E+11;44,36;21,41;22,95;4611,04;9,48;0,43;68,7;50,56;0;-38203596;0,55;26402490800;5,22E+12;41514,9;15,45;5,32E+14;4230434,89;30,87;30,4;99,57;9,05;-0,5;12;4,12E+11;74,96;3,5E+11;67,58;15,72;125757000;3;6;6;113,69;6;18,52;78,15;245;169
1997;Japan;11962;3612;32833;3952;345;10780;7994;1899;11974;41995;158;218;448;241;259;3205;129;649;638;2303;3,51E+12;3,24;1,45E+11;44,84;22,26;22,58;4642,15;10,55;1,06;68,99;51,8;0,06;2486935040;0,54;23987192131;5,28E+12;41861,75;15,6;5,41E+14;4291539,54;29,95;29,41;98,94;9,49;0,5;12;4,21E+11;76,82;3,39E+11;67,22;17,21;126057000;3;6;6;106,98;6;20,04;78,27;216;148
1998;Japan;12066;3541;35543;4562;332;9897;8686;2546;14882;46248;151;307;533;250;309;3220;133;781;837;2551;3,18E+12;2,92;1,19E+11;45,38;23,13;22,25;4674,75;10,52;1,82;69,67;49,1;0,06;2512021924;0,49;19805092208;5,22E+12;41277,07;15,96;5,34E+14;4226821,2;28,52;28,2;98,18;8,71;-0,05;12;3,88E+11;79,71;2,81E+11;67,53;16,58;126400000;3;6;6;106,98;6;19,23;78,4;215;132
1999;Japan;11466;2920;37323;4596;316;13779;8476;3025;14811;47010;204;398;519;219;343;3563;141;622;724;2493;3,59E+12;2,97;1,37E+11;45,95;24;21,95;4707,97;9,95;1,55;71,33;48,74;0,32;14780510031;0,53;24261868314;5,2E+12;41097,96;16,52;5,26E+14;4153022,56;27,12;27,83;98,45;8,4;-1,31;12;4,19E+11;79,79;3,11E+11;66,03;15,95;126631000;3;6;6;118,88;6;18,35;78,52;235;87
2000;Japan;13254;2981;50237;5746;286;61609;9793;4265;17547;60343;174;321;586;268;483;3080;168;672;907;2641;3,86E+12;3,05;1,51E+11;46,56;24,89;21,67;4532,13;10,62;1,43;71,26;48,58;0,22;10688168326;0,92;45027492991;5,35E+12;42169,73;16,85;5,34E+14;4211742,08;27,31;27,38;98,57;9,2;-1,38;12;4,78E+11;78,58;3,8E+11;64,55;17,57;126843000;3;6;6;125,5;6;19,82;78,65;218;81
2001;Japan;14735;3152;46795;6499;275;56571;10736;4361;13892;59348;161;300;551;264;414;3328;186;848;1009;2603;3,41E+12;3,02;1,32E+11;47,25;25,78;21,47;;10,23;0,66;72,78;48,02;0,11;4926033619;0,83;35660387815;5,37E+12;42239,18;17,53;5,31E+14;4176014,75;26,56;26,55;99,34;9,57;-1,1;12;4,04E+11;76,88;3,49E+11;62,97;17,49;127149000;3;6;6;111,75;6;19,8;79,99;197;103
2002;Japan;14226;2320;39868;5855;207;37174;9557;3902;13228;57892;150;360;605;259;484;3054;178;841;772;2506;3,24E+12;3,05;1,27E+11;47,92;26,67;21,25;;11,02;1,35;73,99;47,52;0,28;11557373874;0,75;30901752305;5,38E+12;42190,8;18,13;5,23E+14;4106080,27;24,66;25,03;98,65;9,67;-1,46;12;4,17E+11;75,36;3,37E+11;61,17;18,32;127445000;3;6;6;104,13;6;20,69;81,65;226;51
2003;Japan;14965;2079;36582;5703;224;28590;9101;3491;12087;54342;170;646;698;328;739;3283;180;859;1019;2539;3,52E+12;3,08;1,39E+11;48,63;27,58;21,04;;11,64;1,7;73,91;47,02;0,2;8771535612;0,78;34464575324;5,46E+12;42744,01;18,19;5,24E+14;4099185,71;24,4;24,46;98,3;9,94;-1,62;12;4,72E+11;72,85;3,83E+11;59,32;19,23;127718000;3;6;6;105,03;6;21,58;83,2;255;72
2004;Japan;13710;1875;34536;6662;207;23536;9076;3034;11146;53512;191;805;1030;451;926;3137;207;911;974;2594;3,84E+12;3,06;1,5E+11;49,42;28,54;20,89;;12,97;2,02;73,63;46,49;0,16;7527948175;0,84;40613733180;5,58E+12;43671,68;18,1;5,31E+14;4154278,69;24,35;24,05;97,98;10,95;-1,1;12;5,66E+11;71,44;4,55E+11;58,14;21,19;127761000;3;6;6;106,06;6;23,92;84,64;274;95
2005;Japan;13075;1622;29112;5945;182;22123;8406;2317;9955;55823;151;966;1039;322;957;3486;190;1009;976;2450;3,8E+12;3;1,46E+11;50,34;29,54;20,79;;14,01;1,51;73,74;45,24;0,11;5459618343;1,09;51665013693;5,67E+12;44393,63;18,12;5,35E+14;4190987,92;24,75;24,6;98,49;12,5;-1,04;12;5,95E+11;70,31;5,15E+11;58,41;23,36;127773000;3;6;6;99,45;6;26,52;85,98;256;76
2006;Japan;11908;1500;26816;4952;191;18989;7885;2369;9140;52330;193;935;907;449;904;3254;218;1055;976;2325;3,62E+12;2,94;1,37E+11;51,21;30,51;20,7;;15,87;1,41;73,84;43,63;-0,05;-2396909736;1,28;58152476830;5,75E+12;44995,49;17,95;5,41E+14;4228875,12;24,75;24,72;98,59;14,46;-0,88;12;6,47E+11;69,3;5,79E+11;58,63;27,06;127854000;3;6;6;90,04;6;30,33;87,12;271;96
2007;Japan;11606;1501;26142;4607;222;16753;6847;2121;7894;51389;183;301;624;296;170;3353;255;1063;875;2340;3,62E+12;2,95;1,37E+11;52,17;31,5;20,68;;17,49;1,89;73,62;39,87;0,48;21631204436;1,62;72989689117;5,85E+12;45687,27;17,95;5,48E+14;4278488,45;24,48;24,12;98,11;15,6;-0,73;12;7,14E+11;66,98;6,22E+11;57,12;29,6;128001000;3;6;6;82,47;6;33,09;88,15;214;55
2008;Japan;10906;1491;26240;3716;180;15158;6889;2040;6921;46397;168;326;706;286;151;3037;207;1139;794;2338;3,96E+12;2,93;1,52E+11;53,25;32,54;20,71;;17,42;0,45;75;37,67;0,49;24624845330;2,26;1,14E+11;5,78E+12;45165,79;18,36;5,34E+14;4172630,66;24,55;23,96;99,55;16,97;-0,98;12;7,82E+11;64,51;7,63E+11;58;30,65;128063000;3;6;6;88,62;6;34,4;89,1;204;71
2009;Japan;9126;1369;24123;2999;155;13709;6023;1820;5924;38944;235;438;669;296;198;3235;258;1214;883;2297;4,06E+12;3,01;1,61E+11;54,48;33,72;20,76;;12,52;0,55;78,13;51,96;0,23;12226471579;1,41;73677116860;5,47E+12;42724,76;19,63;5,01E+14;3916264,34;21,32;22,36;99,45;11,97;-0,61;12;5,81E+11;63,29;5,52E+11;56,52;21,65;128047000;3;6;6;99,54;6;24,49;89,99;233;44
2010;Japan;9264;1299;23741;2658;140;9870;5487;1598;5491;32605;174;320;611;297;191;2924;324;1142;825;2171;4,49E+12;3,08;1,8E+11;55,89;35,07;20,82;;15,04;1,46;77,24;51,05;0,13;7440979284;1,4;79656513837;5,7E+12;44507,68;19,49;5,13E+14;4007799,64;21,3;21,33;98,54;13,58;-1,9;12;7,7E+11;60,72;6,94E+11;54,82;25,68;128070000;3;6;6;100;6;28,61;90,81;158;63
2011;Japan;8368;1199;22535;2438;152;6488;5069;1459;4761;30771;175;378;597;333;213;3171;270;1312;928;2208;4,87E+12;3,1;1,96E+11;57,39;36,45;20,94;;14,92;-0,54;78,44;50,33;-0,01;-850717035;1,9;1,17E+11;5,69E+12;44538,73;20,19;5,05E+14;3953036,38;22,1;21,9;100,54;15,47;-1,67;12;8,23E+11;59,53;8,55E+11;55,31;27,26;127833000;3;6;6;101,14;6;30,39;91,07;219;54
2012;Japan;7996;1281;23547;2390;128;6704;5065;1456;4282;21749;182;365;600;309;238;2993;263;1241;789;2143;4,93E+12;3,2;2,04E+11;59,03;37,97;21,06;;14,54;-1,55;78,89;50,01;0,01;546962692;1,9;1,18E+11;5,78E+12;45276,87;20,25;5,08E+14;3981971,97;22,65;22,42;101,55;16,09;-0,76;12;7,99E+11;59,51;8,86E+11;55,74;27,15;127629000;3;6;6;99,88;6;30,64;91,15;160;36
2013;Japan;7463;1196;23652;1982;141;6540;4517;1455;3834;20989;184;364;706;344;227;3102;223;1307;945;2172;4,14E+12;3,13;1,67E+11;60,75;39,59;21,16;;15,92;-2,32;79,13;49,89;0,21;10648441636;3,02;1,56E+11;5,89E+12;46249,21;20,17;5,2E+14;4080720,31;23,19;23,33;102,32;18,23;-0,33;12;7,15E+11;60,34;8,32E+11;55;30,03;127445000;3;6;6;79,64;6;34,15;91,23;187;51
